word	onset	duration
THE	470.6925	0.1000
ONE	470.7925	0.2200
THAT	471.0125	0.1300
WANTED	471.1425	0.6000
THAT	471.7425	0.2500
THAT	472.0425	0.2100
BREAK	472.2725	0.6000
OKAY	472.8725	0.3100
YOU'RE	473.1925	0.2400
THE	473.4325	0.0600
ONE	473.4925	0.2500
THAT	473.7425	0.1300
BAILED	473.8725	0.4600
ON	474.3325	0.2200
US	474.5525	0.2700
YOU'RE	475.0425	0.2300
THE	475.2725	0.1400
ONE	475.4125	0.2300
THAT	475.6425	0.4400
RAN	476.0825	0.4900
THE	476.5725	0.0600
MOMENT	476.6325	0.3600
THINGS	476.9925	0.2100
GOT	477.2025	0.1300
JUST	477.3325	0.2200
A	477.5525	0.0800
LITTLE	477.6325	0.6000
ROUGH	478.4225	0.5600
THAT'S	479.0725	0.2800
WHAT	479.3525	0.2400
THAT'S	479.5925	0.1200
THAT	479.7325	0.3600
IS	480.0925	0.2700
NEITHER	480.3625	0.5100
HERE	480.8725	0.2300
NOR	481.1025	0.2200
THERE	481.3225	0.2800
OKAY	481.6025	0.2300
WELL	481.8325	0.1200
HERE	481.9525	0.1900
WE	482.1425	0.1500
ARE	482.2925	0.2200
NOW	482.5125	0.1800
WE'RE	482.6925	0.1000
IN	482.7925	0.0900
A	482.8825	0.0600
TOUGH	482.9425	0.2600
SPOT	483.2025	0.3900
AGAIN	483.5925	0.2300
RACH	483.8225	0.2200
WHAT	484.0425	0.1800
DO	484.2225	0.0600
YOU	484.2825	0.1800
WANT	484.4625	0.2300
TO	484.6925	0.1700
DO	484.8625	0.1600
HOW	485.0225	0.1400
DO	485.1625	0.1600
YOU	485.3225	0.2100
WANT	485.5325	0.1900
TO	485.7225	0.0600
HANDLE	485.7825	0.4200
IT	486.2025	0.1300
DO	486.3325	0.1600
YOU	486.4925	0.0800
WANT	486.5725	0.2300
TO	486.8025	0.0600
FIGHT	486.8625	0.2800
FOR	487.1425	0.1700
US	487.3125	0.2200
OR	487.6725	0.1000
DO	487.7725	0.0600
YOU	487.8325	0.0700
WANT	487.9025	0.2800
TO	488.1825	0.0700
BAIL	488.2525	0.4000
LOOK	491.9725	0.1600
I	492.3525	0.1700
I	494.6725	0.0800
DID	494.7525	0.1800
A	494.9325	0.0500
TERRIBLE	494.9825	0.6100
STUPID	496.2325	0.7900
STUPID	497.2025	0.8000
THING	498.0025	0.4800
OKAY	499.1425	0.3600
AND	499.5025	0.1600
I'M	499.6625	0.1200
SORRY	499.7825	0.6200
I	500.4025	0.1800
WISH	500.6325	0.2100
I	500.8425	0.0300
COULD	500.8725	0.1600
TAKE	501.0325	0.1700
IT	501.2025	0.0800
BACK	501.2825	0.2000
BUT	501.4825	0.1200
I	501.6025	0.0700
CAN'T	501.6725	0.6200
I	503.1425	0.1200
JUST	503.2625	0.2400
CAN'T	503.5225	0.2800
SEE	503.8025	0.2300
US	504.0325	0.1500
THROWING	504.1825	0.2200
AWAY	504.4025	0.1200
SOMETHING	504.5225	0.3400
WE	504.8625	0.0900
KNOW	504.9525	0.2700
IS	505.2225	0.1000
SO	505.3225	0.3000
DAMN	505.7925	0.3400
GOOD	506.1325	0.5000
RACHEL	508.2525	0.3000
I	508.5825	0.1100
LOVE	508.6925	0.2400
YOU	508.9325	0.1300
SO	509.0825	0.3300
MUCH	509.4425	0.4600
NO	520.7725	0.4500
ROSS	521.2825	0.5500
DON'T	522.2225	0.5300
YOU	523.0525	0.1500
CAN'T	523.2025	0.2800
JUST	523.4825	0.2400
KISS	523.9125	0.2900
ME	524.2025	0.3000
AND	524.7225	0.1400
THINK	524.8625	0.1500
YOU'RE	525.0125	0.0900
GOING	525.1025	0.1600
TO	525.2625	0.0600
MAKE	525.3225	0.1900
IT	525.5125	0.2000
ALL	525.7125	0.2500
GO	525.9625	0.2800
AWAY	526.2425	0.2200
IT	526.4625	0.2700
DOESN'T	526.7325	0.3100
WORK	527.0425	0.2600
THAT	527.3025	0.2100
WAY	527.5125	0.1800
IT	527.6925	0.0600
DOESN'T	527.7525	0.2000
JUST	527.9525	0.1300
MAKE	528.0825	0.2000
IT	528.2825	0.0900
BETTER	528.3725	0.5000
OKAY	529.0125	0.5000
OKAY	529.5125	0.4300
OKAY	530.0125	0.3700
I	533.7425	0.0300
THINK	535.5625	0.3500
YOU	535.9125	0.0600
SHOULD	535.9725	0.2100
GO	536.2125	0.1100
WHAT	536.3225	0.2200
I	539.4725	0.0300
REALLY	540.7025	0.2600
THINK	540.9625	0.2000
YOU	541.1625	0.0700
NEED	541.2325	0.1400
TO	541.3725	0.1300
GO	541.5025	0.1600
NOW	544.6425	0.1100
OKAY	545.6425	0.3300
OKAY	546.2125	0.2200
THIS	548.4725	0.2100
MORNING	548.6825	0.2600
YOU	548.9425	0.0700
SAID	549.0125	0.2200
THERE	549.2325	0.0900
WAS	549.3225	0.1400
NOTHING	549.4625	0.3300
SO	549.7925	0.1900
BIG	549.9825	0.2300
THAT	550.2125	0.1100
WE	550.3225	0.3400
COULDN'T	550.6625	0.2900
WORK	550.9525	0.2400
PAST	551.1925	0.3800
IT	551.5725	0.0900
TOGETHER	551.6625	0.4300
WHAT	552.0925	0.1600
THE	552.2525	0.1100
HELL	552.3625	0.2900
DID	552.6525	0.1100
I	552.7625	0.1700
KNOW	552.9325	0.3300
LOOK	553.2625	0.2700
THERE'S	553.5325	0.2000
GOT	553.7325	0.2700
TO	554.0025	0.0600
BE	554.0625	0.1200
A	554.1825	0.0300
WAY	554.2125	0.2100
WE	554.4225	0.1000
CAN	554.5225	0.1200
WORK	554.6425	0.1800
PAST	554.8525	0.3400
THIS	555.1925	0.4000
OKAY	555.7925	0.4400
I	557.1925	0.0300
CAN'T	557.2225	0.2900
IMAGINE	557.5125	0.4500
I	557.9625	0.0800
CAN'T	558.0425	0.3700
IMAGINE	558.4125	0.4000
MY	558.8125	0.1200
LIFE	558.9325	0.3500
WITHOUT	559.2825	0.4300
YOU	559.7125	0.3100
YOU	560.1325	0.1600
KNOW	560.2925	0.1900
WITHOUT	560.5725	0.3500
WITHOUT	564.3325	0.2500
THESE	564.5825	0.2400
ARMS	564.8225	0.5600
AND	566.6025	0.2000
YOUR	566.8025	0.1600
FACE	566.9625	0.5500
AND	567.5425	0.2900
YOUR	567.9525	0.1200
HEART	568.1425	0.4700
YOUR	569.3825	0.2300
GOOD	569.6125	0.2700
HEART	569.8825	1.0700
RACH	571.3525	0.2000
AND	571.9125	0.1900
NO	575.9825	0.3800
I	578.5225	0.0300
CAN'T	578.5525	0.5700
YOU'RE	579.1225	0.1300
A	579.2525	0.0300
TOTALLY	579.2825	0.6100
DIFFERENT	579.8925	0.3200
PERSON	580.2125	0.3400
TO	580.5525	0.0700
ME	580.6225	0.1500
NOW	580.7725	0.3900
I	582.1125	0.1000
USED	582.2125	0.1800
TO	582.3925	0.0600
THINK	582.4525	0.2200
OF	582.6725	0.1000
YOU	582.7725	0.2100
AS	582.9825	0.1100
SOMEBODY	583.0925	0.5100
THAT	583.6025	0.1900
WOULD	583.7925	0.1800
NEVER	583.9725	0.6100
EVER	585.1725	0.4900
HURT	585.9925	0.3500
ME	586.3425	0.4400
EVER	587.4325	0.5700
GOD	590.1725	0.3100
AND	590.4825	0.1000
NOW	590.5825	0.1400
I	590.7225	0.1300
JUST	590.8525	0.2000
CAN'T	591.0525	0.2200
STOP	591.2725	0.2400
PICTURING	591.5625	0.5600
YOU	592.1225	0.0900
WITH	592.2125	0.3100
HER	592.5225	0.1900
I	592.7125	0.1500
CAN'T	593.0825	0.3500
IT	593.4325	0.0900
DOESN'T	593.5225	0.2800
MATTER	593.8025	0.2600
WHAT	594.0625	0.1800
YOU	594.2425	0.1500
SAY	594.3925	0.4200
OR	594.8125	0.1900
WHAT	595.0025	0.1600
YOU	595.1625	0.1900
DO	595.3825	0.4100
ROSS	595.7925	0.8800
IT'S	596.6725	0.2500
JUST	596.9225	0.2900
CHANGED	597.2125	0.5300
EVERYTHING	597.7425	0.8900
FOREVER	613.7725	1.7200
THIS	621.1625	0.4700
THIS	621.6325	0.6200
CAN'T	623.3725	2.9400
BE	626.3125	2.3400
IT	628.6525	0.0600
I	628.8325	0.0300
MEAN	628.8625	4.7200
THEN	634.3625	1.5400
HOW	637.9625	0.7000
COME	639.2625	2.3800
IT	641.6425	1.2700
IS	643.3625	0.2000
THEY'VE	648.5325	0.1000
BEEN	666.6925	0.5800
QUIET	667.2725	4.1900
FOR	672.4525	0.0700
A	672.5225	0.2100
LONG	672.7325	0.4700
TIME	673.7225	3.9700
MAYBE	678.7725	0.3300
SHE	679.1725	0.2300
KILLED	679.7425	0.3200
HIM	680.2825	15.7300
LET'S	696.0125	0.1200
GO	696.1325	0.0600
IS	696.1925	0.0600
THAT	696.2525	0.0900
YOUR	696.3425	0.0900
NEW	696.4325	0.0600
WALK	696.4925	0.0900
NO	696.5825	0.0600
I	696.6425	0.0300
REALLY	696.6725	0.1200
HAVE	696.7925	0.0900
TO	696.8825	0.0600
PEE	696.9425	0.0600
