word	onset	duration
GOING	501.9025	0.3200
OUT	502.2225	0.8400
OF	503.0625	0.0800
TOWN	503.4725	1.7800
BAM	505.6825	1.4200
THERE	507.2025	0.1700
YOU	507.9525	0.0600
ARE	508.1125	0.0400
IN	508.9425	0.1300
BED	509.2125	0.1200
WE'RE	510.0225	0.1600
SORRY	510.1825	0.5700
NO	510.9425	1.0600
SEROIUSLY	512.5825	0.9000
SERIOUSLY	513.6825	0.5500
WHAT	514.4725	0.1800
HAS	514.6525	0.2900
HAPPENED	514.9425	0.4600
TO	515.5525	0.1700
THE	515.7225	0.0900
SANCTITIY	515.8125	0.7300
OF	516.7025	0.2100
MARRIAGE	516.9125	0.6900
DIDN'T	518.8025	0.2200
YOU	519.0225	0.0700
SPEND	519.0925	0.3500
LAST	519.4425	0.2900
NIGHT	519.7325	0.2100
AT	519.9425	0.1300
JOEY'S	520.0725	0.5900
OH	520.8225	0.0400
WHAT	520.8625	0.3000
ARE	521.1625	0.1600
YOU	521.3225	0.1900
A	521.5125	0.0700
DETECTIVE	521.5825	3.5200
LOOK	525.2025	0.1600
I	525.3625	0.3400
DON'T	525.7025	0.1400
KNOW	525.8425	0.1400
WHAT'S	525.9825	0.2000
GOING	526.1825	0.1900
ON	526.3725	0.1600
WITH	526.5325	0.1300
YOU	526.6625	0.1100
AND	526.7725	0.0900
YOUR	526.8625	0.1100
HUSBAND	526.9725	0.5600
AND	527.5325	0.5000
WHAT	528.0325	0.2700
IS	528.3025	0.3400
HOPEFULLY	528.6425	0.5200
AND	529.1625	0.1000
ADULT	529.2625	0.5100
DOG	529.8525	0.3200
WALKER	530.1725	0.5300
LOOK	530.7025	0.0900
CAN	530.8825	1.2200
I	532.2625	0.0900
JUST	532.3525	1.1500
SAY	533.5025	0.4200
NOT	533.9225	0.2700
ALL	534.1925	0.2900
MEN	534.4825	0.5200
ARE	535.0025	0.1000
LIKE	535.1025	0.3700
THAT	535.5025	0.3100
OH	535.8125	0.1800
HEY	535.9925	0.6000
THERE	536.5925	0.1800
ARE	536.7725	0.1300
SOME	536.9025	0.3100
MEN	537.2125	0.2300
WHO	537.4425	0.0700
WILL	537.5125	0.0900
O	537.6025	0.0500
WHATEVER	537.6525	0.4700
IT	538.1225	0.1000
TAKES	538.2225	0.5700
TO	538.7925	0.0900
MAKE	538.8825	0.2500
THEIR	539.1325	0.1300
MARRIAGE	539.2625	0.4300
WORK	539.6925	0.3800
OKAY	540.1525	0.1600
THERE	540.3125	0.1500
ARE	540.4625	0.0500
SOME	540.5125	0.2600
MEN	540.7725	0.2200
WHO	540.9925	0.1200
WILL	541.1125	0.1200
STAND	541.2325	0.3100
BY	541.5425	0.2000
AND	541.7425	0.5600
WATCH	542.3025	0.4600
AS	543.0025	0.1800
THEIR	543.1825	0.0900
WIVES	543.2725	0.4200
ENGAGE	543.6925	0.4500
IN	544.1425	0.2100
WHAT	544.3525	0.2700
CAN	544.6225	0.1400
ONLY	544.7625	0.2200
BE	544.9825	0.1000
DESCRIBED	545.0825	1.0500
AS	546.6425	1.2400
A	547.8825	0.0400
TWOSOME	547.9225	0.6300
WITH	548.5525	0.0900
WITH	548.6425	0.0900
SOME	548.7325	0.2900
WOMAN	549.0225	0.2500
SHE	549.2725	0.1600
BARELY	549.4325	0.4900
KNOWS	549.9225	0.3800
FROM	550.3025	0.1700
THE	550.4725	0.0700
GYM	550.5425	0.3300
WHO	552.4825	0.1800
ARE	552.6625	0.1000
THESE	552.7625	0.4000
MEN	553.1625	0.2900
JUST	553.7425	1.2000
JUST	555.1125	0.2200
MEN	555.3325	0.4800
GUY	555.9425	0.3900
I	556.3325	0.1300
KNOW	556.4625	0.4100
WELL	557.3425	0.2400
YOU	557.5825	0.1600
MIGHT	557.7425	0.2700
WANT	558.0125	0.1700
TO	558.1825	0.0700
TELL	558.2525	0.3900
HIM	558.6425	0.1800
IT	558.8225	0.2200
SOUNDS	559.0425	0.9700
LIKE	560.0125	0.4200
HIS	561.5625	2.0600
WIFE	565.2825	3.0400
IS	570.2025	0.1800
GAY	570.4225	0.4600
SHE	570.8825	0.1900
IS	571.2425	0.0800
NOT	571.4625	1.7500
SHE	573.4825	0.0600
IS	573.5425	0.1600
GAY	573.7525	0.0800
OH	573.8625	0.0300
MY	574.8425	0.1900
GOD	575.0325	0.7500
SHE	578.0025	0.2400
IS	578.2425	0.1600
SO	578.4025	0.5200
GAY	578.9225	0.7200
I	579.6425	0.1200
CANT	579.7625	3.1000
BELIEVE	584.1825	0.5500
THIS	584.7325	0.5200
GOOD	586.8925	0.1600
DAY	587.0525	0.1700
FOR	587.2225	0.1500
MARRIED	587.3725	0.3600
PEOPLE	587.7325	0.5700
HUH	588.7425	0.3700
I'M	589.1125	1.1800
SORRY	592.1025	0.3000
YOUR	592.4025	0.1500
HUSBAND	592.5525	0.4200
CHEATED	592.9725	0.3600
ON	593.3325	0.4200
YOU	593.8925	0.1100
I'M	594.6625	0.0800
SORRY	594.7425	0.4700
YOUR	595.2125	0.1000
WIFE	595.3125	0.3600
IS	595.7025	0.1500
GAY	595.8525	0.3200
I	596.7525	1.2000
GUESS	599.2325	0.2500
WOMEN	599.4825	0.2400
AREN'T	599.7225	0.1700
THAT	599.8925	0.1700
GREAT	600.0625	0.2800
EITHER	600.3425	0.2700
HUH	600.7125	0.1400
TRY	601.1925	0.1500
TELLING	601.3425	0.2800
MY	601.6225	0.1400
WIFE	601.7625	0.3200
THAT	602.0825	3.7100
OKAY	605.8925	0.3300
TO	606.4125	0.6800
COME	607.0925	0.2000
IN	607.4325	2.3100
YEAH	610.2525	0.4400
COME	610.8025	0.1800
IN	611.2025	0.0700
EAT	611.2725	0.2700
WHATEVER	611.5425	0.2400
YOU	611.7825	0.1500
WANT	611.9325	0.2500
DR.	612.6125	0.2600
ROGER	612.8725	0.3600
GOT	613.2325	0.1500
BEEPED	613.5325	0.2700
AGAIN	613.8025	0.3900
YEAH	614.5225	0.2000
I	614.7225	0.0500
KNOW	614.7725	0.2700
GUESS	615.0425	0.2300
WHO	615.2725	0.0600
BEEPED	615.3325	0.3400
HIM	615.6725	0.2000
WHAT	616.8425	2.8300
I'M	620.1125	0.1900
THE	620.3025	0.0700
RUPTURED	620.3725	0.4100
SPLEEN	620.7825	0.4900
WHY	621.2725	2.3600
WOULD	624.3325	0.3200
YOU	624.6525	0.0800
DO	624.7325	0.1800
THAT	624.9125	0.1900
BECAUSE	625.4125	0.2500
YOU	625.6625	0.0600
SHOULDN'T	625.7225	0.3000
BE	626.0225	0.1300
WITH	626.1525	0.1600
HIM	626.3125	0.4200
YOU	629.5125	0.0800
YOU	631.6125	0.0800
SHOULD	631.6925	0.1800
BE	631.8725	0.1300
WITH	632.0025	0.1600
ME	632.1625	0.2600
REALLY	635.5925	0.3900
YEAH	636.1525	0.1400
WHEN	636.2925	0.3400
YOU	636.6325	0.0700
WERE	636.7025	0.0700
TALKING	636.7725	0.3300
ABOUT	637.1025	0.2200
ROGER	637.3225	0.3500
THAT	637.6725	0.1700
WAS	637.8425	0.1400
KILLING	637.9825	0.3900
ME	638.3725	0.3300
LOOK	639.4325	0.1900
THINGS	640.2925	0.2100
LIKE	640.5025	0.1500
LAST	640.6525	0.3100
NIGHT	640.9625	0.1900
THEY	641.1525	0.0700
DON'T	641.2225	0.1200
JUST	641.3425	0.2500
HAPPEN	641.8925	0.4800
YOU	642.4325	0.1400
KNOW	642.5725	0.2600
OR	642.8325	0.1600
AT	642.9925	0.1500
LEAST	643.1425	0.3200
NOT	643.4625	0.1600
TO	643.6225	0.0800
ME	643.7025	0.1300
AND	643.8325	0.1600
WITH	644.9225	0.2500
THE	645.1725	0.1000
OTHER	645.2725	0.1300
TWO	645.4025	0.2200
WOMEN	645.6225	0.3500
IN	646.5025	0.1400
THE	646.6425	1.8400
MORNING	649.3425	0.5600
YOU	649.9025	0.1200
KNOW	650.0225	0.1400
I	650.1625	0.0300
WOULD	650.1925	0.1000
JUST	650.2925	0.2000
LIE	650.4925	0.2200
THERE	650.7125	0.1200
AND	650.8325	0.0900
I	650.9225	0.0400
COULDN'T	650.9625	0.2800
WIAT	651.2425	0.3900
TO	651.6325	0.0700
JUST	651.7025	0.2000
GO	651.9025	0.1700
HAND	652.0725	0.2800
OUT	652.3525	0.0600
WITH	652.4125	0.2100
MY	652.6225	0.1200
FRIENDS	652.7425	0.6100
BUT	653.3525	0.2000
WITH	654.2725	0.1300
YOU	654.4025	0.4200
I	657.8525	0.1200
WAS	657.9725	0.3200
YOU	658.4525	0.1600
KNOW	658.6125	0.2400
ALREADY	658.9625	0.3700
WITH	659.3325	0.3000
A	659.6925	0.1000
FRIEND	659.7925	0.3800
CHANDLER	661.4025	0.7000
I	662.5925	0.1600
KNOW	662.7525	0.1300
YOU	662.8825	0.1300
PROBABLY	663.0125	0.4300
DONT	663.4425	0.2000
WANT	663.7325	0.1200
TO	663.8525	0.0600
GO	664.0925	0.1600
OUT	664.2525	0.1600
WITH	664.4125	0.1500
ME	664.5625	0.3300
YOU	664.8925	0.1100
KNOW	665.0025	0.1800
BECAUSE	665.1825	0.1900
I	665.3725	0.0400
MAKE	665.4125	0.1900
TOO	665.6025	0.1000
MANY	665.7025	0.1700
JOKES	665.8725	0.5900
AND	666.4625	0.2200
I'VE	667.0425	0.0800
NEVER	667.1225	0.1900
BEEN	667.3125	0.1500
IN	667.4625	0.0700
A	667.5325	0.0300
SERIOUS	667.5625	0.5200
RELATIONSHIPS	668.0825	0.8600
AND	668.9425	0.0900
I	669.0325	0.0400
GUESS	669.0725	0.3200
I'M	669.3925	0.0900
NOT	669.4825	0.1800
TECHNICALLY	669.6625	0.5500
A	670.2125	0.1500
DOCTOR	670.7625	0.6200
THERE	671.6225	0.8600
WAS	674.5425	2.9600
JUST	680.0125	0.4500
ONE	680.5725	0.2800
WOMAN	680.8525	0.3500
WASN'T	681.2225	0.3200
THERE	681.5425	0.1600
NO	682.3425	0.1500
THERE	682.5725	0.6300
WERE	683.2025	0.1500
TWO	683.3525	0.3500
INCLUDING	684.8425	0.4500
ME	685.2925	0.2300
OH	685.5225	0.1600
YEAH	685.8825	5.1300
IT	691.9325	0.3100
ONLY	692.2425	0.4200
TAKES	692.6625	0.4800
TWO	693.1725	0.2700
HEART	693.4425	0.3800
ATTACKS	693.8225	0.6300
TO	694.4525	0.2200
FINALLY	694.6725	0.5900
MAKE	695.2625	0.2700
YOU	695.5325	0.2600
SEE	695.7925	0.9000
ONE	697.0625	0.4800
OF	697.5425	0.0700
THEM	697.6125	0.3700
WON'T	697.9825	0.4000
DO	698.3825	0.4000
IT	698.7825	0.1700
BUT	698.9525	0.2500
THE	699.2025	0.2600
SECOND'LL	699.4625	0.6400
SET	700.1325	0.3300
YOU	700.4625	0.3800
FREE	700.8425	2.0800
TELL	702.9225	0.2600
ALL	703.1825	0.0600
YOUR	703.2425	0.0900
HATE	703.3325	2.4800
AND	705.8125	8.4400
ANGER	714.2525	7.2200
IT'S	721.4725	0.0900
TIME	721.7825	6.5000
TO	728.2825	0.0600
SAY	728.3425	0.0600
GOOD-BYE	728.4025	0.1500
AND	728.5525	0.0900
THAT	728.6425	0.0900
IS	728.7325	0.0600
JUST	728.7925	0.1200
WHAT	728.9125	0.0900
I	729.0025	0.0300
WILL	729.0325	0.0900
DO	729.1225	0.0600
SOON	729.1825	0.0900
AS	729.2725	0.0600
THOSE	729.3325	0.0900
BASTARDS	729.4225	0.2100
I	729.6325	0.0300
WORKED	729.6625	0.1200
FOR	729.7825	0.0600
DIE	729.8425	0.0600
